id,part_number_id,route_id,demand_date,quantity
3110,123,1,2026-05-06,4
3111,90,1,2026-05-06,6
3112,39,1,2026-05-07,1
3113,91,1,2026-05-07,5
3114,52,1,2026-05-07,4
3115,250,1,2026-05-07,6
3116,283,1,2026-05-07,4
3117,71,1,2026-05-07,5
3118,222,1,2026-05-07,6
3119,81,1,2026-05-07,1
3120,128,1,2026-05-07,3
3121,291,1,2026-05-07,4
3122,89,1,2026-05-07,4
3123,190,1,2026-05-07,4
3124,6,1,2026-05-07,6
3125,159,1,2026-05-07,7
3126,17,1,2026-05-07,1
3127,148,1,2026-05-07,9
3128,89,1,2026-05-08,2
3129,120,1,2026-05-08,3
3130,6,1,2026-05-08,1
3131,111,1,2026-05-08,6
3132,215,1,2026-05-08,5
3133,13,1,2026-05-08,3
3134,168,1,2026-05-08,2
3135,40,1,2026-05-08,4
3136,186,1,2026-05-08,4
3137,283,1,2026-05-08,2
3138,244,1,2026-05-08,4
3139,252,1,2026-05-08,1
3140,286,1,2026-05-08,1
3141,107,1,2026-05-08,3
3142,285,1,2026-05-08,4
3143,190,1,2026-05-08,5
3144,223,1,2026-05-08,4
3145,63,1,2026-05-08,7
3146,19,1,2026-05-08,3
3147,247,1,2026-05-08,4
3148,18,1,2026-05-08,1
3149,289,1,2026-05-08,5
3150,68,1,2026-05-08,3
3151,151,1,2026-05-08,6
3152,71,1,2026-05-08,1
3153,91,1,2026-05-08,1
3154,249,1,2026-05-09,3
3155,6,1,2026-05-09,2
3156,175,1,2026-05-09,5
3157,280,1,2026-05-09,3
3158,52,1,2026-05-09,3
3159,289,1,2026-05-09,1
3160,215,1,2026-05-09,2
3161,71,1,2026-05-09,1
3162,109,1,2026-05-09,3
3163,59,1,2026-05-09,1
3164,165,1,2026-05-09,1
3165,5,1,2026-05-09,1
3166,43,1,2026-05-09,1
3167,294,1,2026-05-09,1
3168,140,1,2026-05-09,2
3169,283,1,2026-05-09,1
3170,190,1,2026-05-09,3
3171,298,1,2026-05-09,1
3172,221,1,2026-05-09,2
3173,245,1,2026-05-09,3
3174,176,1,2026-05-09,1
3175,223,1,2026-05-09,1
3176,39,1,2026-05-09,1
3177,185,1,2026-05-09,3
3178,171,1,2026-05-09,1
3179,229,1,2026-05-09,1
3180,123,1,2026-05-09,1
3181,120,1,2026-05-09,4
3182,35,1,2026-05-10,2
3183,86,1,2026-05-10,2
3184,283,1,2026-05-10,2
3185,165,1,2026-05-10,4
3186,43,1,2026-05-10,1
3187,81,1,2026-05-10,1
3188,247,1,2026-05-10,2
3189,243,1,2026-05-10,1
3190,198,1,2026-05-10,1
3191,252,1,2026-05-10,1
3192,176,1,2026-05-10,1
3193,286,1,2026-05-10,2
3194,245,1,2026-05-10,3
3195,5,1,2026-05-10,1
3196,103,1,2026-05-10,1
3197,209,1,2026-05-10,1
3198,192,1,2026-05-10,1
3199,68,1,2026-05-10,1
3200,63,1,2026-05-10,1
3201,60,1,2026-05-10,2
3202,120,1,2026-05-10,1
3203,128,1,2026-05-10,2
3204,300,1,2026-05-10,2
3205,168,1,2026-05-10,1
3206,244,1,2026-05-10,2
3207,230,1,2026-05-11,1
3208,63,1,2026-05-11,3
3209,91,1,2026-05-11,4
3210,162,1,2026-05-11,3
3211,17,1,2026-05-11,6
3212,124,1,2026-05-11,1
3213,132,1,2026-05-11,3
3214,214,1,2026-05-11,3
3215,5,1,2026-05-11,1
3216,182,1,2026-05-11,4
3217,198,1,2026-05-11,1
3218,223,1,2026-05-11,3
3219,181,1,2026-05-11,7
3220,245,1,2026-05-11,4
3221,52,1,2026-05-11,2
3222,276,1,2026-05-11,3
3223,300,1,2026-05-11,1
3224,12,1,2026-05-11,2
3225,164,1,2026-05-11,9
3226,171,1,2026-05-11,4
3227,250,1,2026-05-11,1
3228,43,1,2026-05-11,6
3229,190,1,2026-05-11,4
3230,28,1,2026-05-11,5
3231,252,1,2026-05-12,3
3232,109,1,2026-05-12,3
3233,247,1,2026-05-12,1
3234,39,1,2026-05-12,1
3235,285,1,2026-05-12,4
3236,113,1,2026-05-12,1
3237,250,1,2026-05-12,6
3238,103,1,2026-05-12,4
3239,190,1,2026-05-12,3
3240,52,1,2026-05-12,5
3241,286,1,2026-05-12,4
3242,128,1,2026-05-12,5
3243,249,1,2026-05-12,5
3244,106,1,2026-05-12,3
3245,89,1,2026-05-12,2
3246,86,1,2026-05-12,3
3247,175,1,2026-05-12,1
3248,5,1,2026-05-12,3
3249,159,1,2026-05-12,1
3250,43,1,2026-05-12,2
3251,244,1,2026-05-12,3
3252,30,1,2026-05-12,2
3253,291,1,2026-05-12,9
3254,293,1,2026-05-12,4
3255,74,1,2026-05-12,3
3256,68,1,2026-05-12,2
3257,214,1,2026-05-12,3
3258,243,1,2026-05-12,7
3259,252,1,2026-05-13,5
3260,30,1,2026-05-13,3
3261,113,1,2026-05-13,2
3262,209,1,2026-05-13,3
3263,59,1,2026-05-13,4
3264,18,1,2026-05-13,5
3265,1,1,2026-05-13,4
3266,6,1,2026-05-13,2
3267,13,1,2026-05-13,4
3268,111,1,2026-05-13,1
3269,128,1,2026-05-13,5
3270,194,1,2026-05-13,5
3271,249,1,2026-05-13,3
3272,190,1,2026-05-13,3
3273,108,1,2026-05-13,1
3274,300,1,2026-05-13,5
3275,280,1,2026-05-13,1
3276,243,1,2026-05-13,3
3277,168,1,2026-05-13,2
3278,244,1,2026-05-13,2
3279,12,1,2026-05-13,1
3280,162,1,2026-05-13,4
3281,74,1,2026-05-13,5
3282,17,1,2026-05-13,3
3283,289,1,2026-05-13,1
3284,165,1,2026-05-13,3
3285,221,1,2026-05-13,1
3286,19,1,2026-05-13,2
3287,106,1,2026-05-13,8
3288,215,1,2026-05-13,3
3289,190,1,2026-05-14,4
3290,19,1,2026-05-14,6
3291,294,1,2026-05-14,2
3292,6,1,2026-05-14,1
3293,222,1,2026-05-14,4
3294,229,1,2026-05-14,5
3295,18,1,2026-05-14,5
3296,249,1,2026-05-14,5
3297,124,1,2026-05-14,4
3298,280,1,2026-05-14,2
3299,159,1,2026-05-14,1
3300,209,1,2026-05-14,2
3301,247,1,2026-05-14,1
3302,244,1,2026-05-14,1
3303,113,1,2026-05-14,4
3304,28,1,2026-05-14,3
3305,164,1,2026-05-14,2
3306,86,1,2026-05-14,4
3307,267,1,2026-05-14,6
3308,171,1,2026-05-14,3
3309,175,1,2026-05-15,4
3310,283,1,2026-05-15,4
3311,162,1,2026-05-15,4
3312,221,1,2026-05-15,4
3313,182,1,2026-05-15,1
3314,132,1,2026-05-15,3
3315,151,1,2026-05-15,2
3316,103,1,2026-05-15,2
3317,106,1,2026-05-15,5
3318,19,1,2026-05-15,2
3319,148,1,2026-05-15,2
3320,140,1,2026-05-15,2
3321,124,1,2026-05-15,3
3322,63,1,2026-05-15,2
3323,108,1,2026-05-15,2
3324,276,1,2026-05-15,6
3325,128,1,2026-05-15,3
3326,159,1,2026-05-15,7
3327,280,1,2026-05-15,3
3328,214,1,2026-05-15,3
3329,267,1,2026-05-15,2
3330,181,1,2026-05-15,6
3331,81,1,2026-05-15,1
3332,298,1,2026-05-16,2
3333,159,1,2026-05-16,1
3334,30,1,2026-05-16,2
3335,247,1,2026-05-16,2
3336,276,1,2026-05-16,3
3337,293,1,2026-05-16,4
3338,43,1,2026-05-16,2
3339,132,1,2026-05-16,1
3340,52,1,2026-05-16,1
3341,198,1,2026-05-16,2
3342,244,1,2026-05-16,1
3343,71,1,2026-05-16,2
3344,186,1,2026-05-16,1
3345,91,1,2026-05-16,1
3346,1,1,2026-05-16,1
3347,164,1,2026-05-16,1
3348,286,1,2026-05-16,1
3349,74,1,2026-05-17,5
3350,243,1,2026-05-17,2
3351,300,1,2026-05-17,5
3352,162,1,2026-05-17,1
3353,19,1,2026-05-17,1
3354,60,1,2026-05-17,3
3355,28,1,2026-05-17,3
3356,177,1,2026-05-17,2
3357,285,1,2026-05-17,1
3358,91,1,2026-05-17,1
3359,13,1,2026-05-17,2
3360,108,1,2026-05-17,4
3361,148,1,2026-05-17,3
3362,96,1,2026-05-17,3
3363,209,1,2026-05-17,2
3364,171,1,2026-05-17,2
3365,182,1,2026-05-17,1
3366,168,1,2026-05-17,1
3367,286,1,2026-05-17,1
3368,175,1,2026-05-17,2
3369,294,1,2026-05-17,2
3370,229,1,2026-05-17,4
3371,128,1,2026-05-17,1
3372,124,1,2026-05-17,1
3373,252,1,2026-05-17,1
3374,215,1,2026-05-17,3
3375,230,1,2026-05-17,1
3376,35,1,2026-05-17,1
3377,113,1,2026-05-18,2
3378,223,1,2026-05-18,4
3379,124,1,2026-05-18,4
3380,111,1,2026-05-18,2
3381,6,1,2026-05-18,2
3382,192,1,2026-05-18,2
3383,190,1,2026-05-18,8
3384,79,1,2026-05-18,1
3385,30,1,2026-05-18,2
3386,96,1,2026-05-18,4
3387,39,1,2026-05-18,3
3388,285,1,2026-05-18,3
3389,286,1,2026-05-18,1
3390,151,1,2026-05-18,1
3391,267,1,2026-05-18,5
3392,109,1,2026-05-18,6
3393,52,1,2026-05-18,5
3394,60,1,2026-05-18,2
3395,175,1,2026-05-18,1
3396,293,1,2026-05-18,3
3397,276,1,2026-05-18,1
3398,168,1,2026-05-18,6
3399,214,1,2026-05-18,8
3400,209,1,2026-05-18,5
3401,289,1,2026-05-18,3
3402,177,1,2026-05-18,4
3403,283,1,2026-05-18,1
3404,222,1,2026-05-18,4
3405,218,1,2026-05-18,2
3406,300,1,2026-05-19,7
3407,113,1,2026-05-19,3
3408,283,1,2026-05-19,4
3409,68,1,2026-05-19,5
3410,280,1,2026-05-19,2
3411,194,1,2026-05-19,2
3412,120,1,2026-05-19,4
3413,35,1,2026-05-19,4
3414,79,1,2026-05-19,3
3415,244,1,2026-05-19,2
3416,28,1,2026-05-19,2
3417,192,1,2026-05-19,5
3418,18,1,2026-05-19,1
3419,164,1,2026-05-19,4
3420,186,1,2026-05-19,4
3421,19,1,2026-05-20,5
3422,244,1,2026-05-20,3
3423,267,1,2026-05-20,2
3424,182,1,2026-05-20,3
3425,229,1,2026-05-20,1
3426,40,1,2026-05-20,4
3427,298,1,2026-05-20,5
3428,164,1,2026-05-20,4
3429,198,1,2026-05-20,1
3430,35,1,2026-05-20,5
3431,18,1,2026-05-20,2
3432,43,1,2026-05-20,2
3433,194,1,2026-05-20,1
3434,68,1,2026-05-20,1
3435,112,1,2026-05-20,2
3436,209,1,2026-05-20,2
3437,89,1,2026-05-20,2
3438,96,1,2026-05-20,9
3439,79,1,2026-05-21,3
3440,39,1,2026-05-21,4
3441,107,1,2026-05-21,3
3442,209,1,2026-05-21,3
3443,175,1,2026-05-21,5
3444,198,1,2026-05-21,1
3445,243,1,2026-05-21,6
3446,148,1,2026-05-21,6
3447,294,1,2026-05-21,2
3448,286,1,2026-05-21,4
3449,162,1,2026-05-21,4
3450,13,1,2026-05-21,3
3451,218,1,2026-05-21,3
3452,28,1,2026-05-21,2
3453,291,1,2026-05-21,3
3454,214,1,2026-05-21,1
3455,108,1,2026-05-21,3
3456,59,1,2026-05-21,4
3457,86,1,2026-05-21,4
3458,192,1,2026-05-21,2
3459,140,1,2026-05-21,6
3460,293,1,2026-05-21,1
3461,221,1,2026-05-22,3
3462,81,1,2026-05-22,6
3463,63,1,2026-05-22,2
3464,13,1,2026-05-22,2
3465,176,1,2026-05-22,4
3466,280,1,2026-05-22,4
3467,5,1,2026-05-22,1
3468,91,1,2026-05-22,6
3469,291,1,2026-05-22,4
3470,300,1,2026-05-22,1
3471,190,1,2026-05-22,2
3472,283,1,2026-05-22,2
3473,43,1,2026-05-22,1
3474,185,1,2026-05-22,4
3475,229,1,2026-05-22,5
3476,103,1,2026-05-22,3
3477,112,1,2026-05-22,2
3478,107,1,2026-05-22,4
3479,111,1,2026-05-22,2
3480,171,1,2026-05-22,2
3481,192,1,2026-05-22,4
3482,108,1,2026-05-22,2
3483,71,1,2026-05-22,5
3484,123,1,2026-05-22,4
3485,74,1,2026-05-22,5
3486,68,1,2026-05-22,6
3487,40,1,2026-05-22,9
3488,165,1,2026-05-22,4
3489,298,1,2026-05-22,4
3490,1,1,2026-05-22,6
3491,19,1,2026-05-23,3
3492,91,1,2026-05-23,1
3493,13,1,2026-05-23,2
3494,168,1,2026-05-23,3
3495,109,1,2026-05-23,2
3496,40,1,2026-05-23,1
3497,247,1,2026-05-23,1
3498,120,1,2026-05-23,1
3499,124,1,2026-05-23,1
3500,111,1,2026-05-23,1
3501,148,1,2026-05-23,3
3502,223,1,2026-05-23,2
3503,298,1,2026-05-23,4
3504,289,1,2026-05-23,3
3505,74,1,2026-05-23,1
3506,63,1,2026-05-23,2
3507,198,1,2026-05-23,1
3508,285,1,2026-05-23,2
3509,221,1,2026-05-23,2
3510,245,1,2026-05-23,2
3511,294,1,2026-05-23,2
3512,300,1,2026-05-23,2
3513,96,1,2026-05-23,2
3514,182,1,2026-05-24,2
3515,286,1,2026-05-24,1
3516,79,1,2026-05-24,3
3517,215,1,2026-05-24,2
3518,90,1,2026-05-24,1
3519,192,1,2026-05-24,1
3520,291,1,2026-05-24,4
3521,190,1,2026-05-24,2
3522,223,1,2026-05-24,1
3523,81,1,2026-05-24,2
3524,177,1,2026-05-24,2
3525,176,1,2026-05-24,1
3526,181,1,2026-05-24,2
3527,194,1,2026-05-24,1
3528,294,1,2026-05-24,1
3529,257,1,2026-05-24,1
3530,96,1,2026-05-24,1
3531,91,1,2026-05-24,2
3532,120,1,2026-05-24,1
3533,140,1,2026-05-24,5
3534,293,1,2026-05-24,2
3535,43,1,2026-05-24,2
3536,300,1,2026-05-24,2
3537,6,1,2026-05-25,3
3538,63,1,2026-05-25,1
3539,103,1,2026-05-25,4
3540,190,1,2026-05-25,4
3541,96,1,2026-05-25,1
3542,298,1,2026-05-25,4
3543,79,1,2026-05-25,1
3544,230,1,2026-05-25,2
3545,223,1,2026-05-25,2
3546,267,1,2026-05-25,3
3547,276,1,2026-05-25,7
3548,107,1,2026-05-25,4
3549,293,1,2026-05-25,4
3550,40,1,2026-05-25,2
3551,164,1,2026-05-25,8
3552,35,1,2026-05-25,5
3553,124,1,2026-05-25,3
3554,291,1,2026-05-25,5
3555,244,1,2026-05-25,2
3556,171,1,2026-05-25,3
3557,112,1,2026-05-25,7
3558,280,1,2026-05-25,2
3559,109,1,2026-05-25,7
3560,215,1,2026-05-25,7
3561,300,1,2026-05-25,2
3562,192,1,2026-05-25,4
3563,108,1,2026-05-25,5
3564,286,1,2026-05-25,2
3565,140,1,2026-05-25,2
3566,221,1,2026-05-25,4
3567,182,1,2026-05-25,2
3568,91,1,2026-05-25,3
3569,165,1,2026-05-25,4
3570,12,1,2026-05-25,2
3571,229,1,2026-05-25,2
3572,186,1,2026-05-25,2
3573,192,1,2026-05-26,3
3574,276,1,2026-05-26,6
3575,109,1,2026-05-26,3
3576,185,1,2026-05-26,4
3577,181,1,2026-05-26,4
3578,59,1,2026-05-26,5
3579,128,1,2026-05-26,3
3580,68,1,2026-05-26,2
3581,194,1,2026-05-26,2
3582,107,1,2026-05-26,2
3583,148,1,2026-05-26,6
3584,63,1,2026-05-26,2
3585,164,1,2026-05-26,3
3586,124,1,2026-05-26,1
3587,39,1,2026-05-26,4
3588,108,1,2026-05-26,3
3589,245,1,2026-05-26,2
3590,280,1,2026-05-26,3
3591,289,1,2026-05-26,3
3592,223,1,2026-05-27,4
3593,1,1,2026-05-27,3
3594,132,1,2026-05-27,1
3595,96,1,2026-05-27,3
3596,5,1,2026-05-27,3
3597,151,1,2026-05-27,3
3598,177,1,2026-05-27,7
3599,109,1,2026-05-27,6
3600,148,1,2026-05-27,5
3601,194,1,2026-05-27,3
3602,162,1,2026-05-27,4
3603,71,1,2026-05-27,2
3604,247,1,2026-05-27,4
3605,60,1,2026-05-27,2
3606,291,1,2026-05-27,8
3607,113,1,2026-05-28,4
3608,165,1,2026-05-28,2
3609,181,1,2026-05-28,5
3610,247,1,2026-05-28,2
3611,245,1,2026-05-28,4
3612,252,1,2026-05-28,6
3613,43,1,2026-05-28,3
3614,244,1,2026-05-28,4
3615,291,1,2026-05-28,3
3616,12,1,2026-05-28,2
3617,103,1,2026-05-28,1
3618,214,1,2026-05-28,3
3619,175,1,2026-05-28,4
3620,109,1,2026-05-28,3
3621,285,1,2026-05-28,1
3622,159,1,2026-05-28,8
3623,294,1,2026-05-28,5
3624,124,1,2026-05-28,3
3625,192,1,2026-05-28,2
3626,194,1,2026-05-28,2
3627,71,1,2026-05-28,1
3628,6,1,2026-05-28,2
3629,112,1,2026-05-28,1
3630,289,1,2026-05-28,4
3631,123,1,2026-05-28,7
3632,280,1,2026-05-28,4
3633,186,1,2026-05-28,2
3634,90,1,2026-05-28,3
3635,175,1,2026-05-29,6
3636,164,1,2026-05-29,3
3637,168,1,2026-05-29,4
3638,257,1,2026-05-29,3
3639,291,1,2026-05-29,3
3640,17,1,2026-05-29,6
3641,177,1,2026-05-29,1
3642,63,1,2026-05-29,1
3643,209,1,2026-05-29,5
3644,247,1,2026-05-29,4
3645,194,1,2026-05-29,4
3646,182,1,2026-05-29,3
3647,123,1,2026-05-29,5
3648,18,1,2026-05-29,7
3649,190,1,2026-05-29,7
3650,298,1,2026-05-29,3
3651,90,1,2026-05-29,2
3652,162,1,2026-05-29,5
3653,186,1,2026-05-29,5
3654,60,1,2026-05-29,4
3655,245,1,2026-05-29,2
3656,71,1,2026-05-29,2
3657,132,1,2026-05-30,1
3658,294,1,2026-05-30,2
3659,43,1,2026-05-30,1
3660,229,1,2026-05-30,5
3661,214,1,2026-05-30,1
3662,286,1,2026-05-30,3
3663,96,1,2026-05-30,2
3664,194,1,2026-05-30,2
3665,192,1,2026-05-30,3
3666,293,1,2026-05-30,1
3667,176,1,2026-05-30,1
3668,159,1,2026-05-31,1
3669,176,1,2026-05-31,4
3670,198,1,2026-05-31,1
3671,5,1,2026-05-31,1
3672,285,1,2026-05-31,2
3673,214,1,2026-05-31,1
3674,86,1,2026-05-31,3
3675,192,1,2026-05-31,1
3676,123,1,2026-05-31,1
3677,68,1,2026-05-31,2
3678,298,1,2026-05-31,1
3679,6,1,2026-05-31,1
3680,13,1,2026-05-31,3
3681,177,1,2026-05-31,1
3682,109,1,2026-05-31,1
3683,108,1,2026-05-31,1
3684,1,1,2026-06-01,4
3685,294,1,2026-06-01,3
3686,257,1,2026-06-01,5
3687,63,1,2026-06-01,3
3688,168,1,2026-06-01,4
3689,79,1,2026-06-01,8
3690,113,1,2026-06-01,3
3691,186,1,2026-06-01,4
3692,286,1,2026-06-01,2
3693,289,1,2026-06-01,4
3694,222,1,2026-06-01,3
3695,214,1,2026-06-01,2
3696,112,1,2026-06-01,6
3697,43,1,2026-06-01,7
3698,182,1,2026-06-01,4
3699,28,1,2026-06-01,2
3700,192,1,2026-06-01,6
3701,250,1,2026-06-01,5
3702,229,1,2026-06-01,7
3703,81,1,2026-06-01,4
3704,276,1,2026-06-01,3
3705,106,1,2026-06-01,6
3706,175,1,2026-06-01,4
3707,124,1,2026-06-01,3
3708,247,1,2026-06-01,4
3709,59,1,2026-06-01,4
3710,40,1,2026-06-02,2
3711,194,1,2026-06-02,4
3712,71,1,2026-06-02,4
3713,81,1,2026-06-02,7
3714,209,1,2026-06-02,4
3715,283,1,2026-06-02,2
3716,28,1,2026-06-02,1
3717,257,1,2026-06-02,4
3718,13,1,2026-06-02,4
3719,107,1,2026-06-02,2
3720,63,1,2026-06-02,1
3721,291,1,2026-06-02,5
3722,91,1,2026-06-02,2
3723,192,1,2026-06-02,5
3724,74,1,2026-06-02,2
3725,79,1,2026-06-02,6
3726,103,1,2026-06-02,1
3727,89,1,2026-06-02,1
3728,280,1,2026-06-02,5
3729,252,1,2026-06-02,4
3730,223,1,2026-06-02,2
3731,185,1,2026-06-02,2
3732,175,1,2026-06-02,5
3733,151,1,2026-06-02,2
3734,218,1,2026-06-02,2
3735,91,1,2026-06-03,2
3736,86,1,2026-06-03,5
3737,276,1,2026-06-03,2
3738,5,1,2026-06-03,2
3739,17,1,2026-06-03,5
3740,12,1,2026-06-03,1
3741,164,1,2026-06-03,3
3742,140,1,2026-06-03,2
3743,123,1,2026-06-03,2
3744,124,1,2026-06-03,3
3745,192,1,2026-06-03,4
3746,198,1,2026-06-03,3
3747,74,1,2026-06-03,5
3748,215,1,2026-06-03,4
3749,285,1,2026-06-03,2
3750,96,1,2026-06-03,3
3751,132,1,2026-06-03,3
3752,222,1,2026-06-03,3
3753,19,1,2026-06-03,5
3754,280,1,2026-06-04,1
3755,68,1,2026-06-04,5
3756,123,1,2026-06-04,5
3757,243,1,2026-06-04,7
3758,13,1,2026-06-04,3
3759,221,1,2026-06-04,5
3760,198,1,2026-06-04,8
3761,103,1,2026-06-04,4
3762,215,1,2026-06-04,4
3763,267,1,2026-06-04,3
3764,28,1,2026-06-04,3
3765,229,1,2026-06-04,4
3766,148,1,2026-06-04,3
3767,43,1,2026-06-04,5
3768,96,1,2026-06-04,4
3769,162,1,2026-06-04,3
3770,293,1,2026-06-04,5
3771,209,1,2026-06-04,2
3772,223,1,2026-06-04,2
3773,151,1,2026-06-04,1
3774,192,1,2026-06-04,2
3775,298,1,2026-06-05,1
3776,249,1,2026-06-05,5
3777,291,1,2026-06-05,2
3778,113,1,2026-06-05,7
3779,120,1,2026-06-05,2
3780,280,1,2026-06-05,2
3781,209,1,2026-06-05,4
3782,257,1,2026-06-05,4
3783,286,1,2026-06-05,3
3784,190,1,2026-06-05,3
3785,283,1,2026-06-05,4
3786,35,1,2026-06-05,5
3787,247,1,2026-06-05,3
3788,39,1,2026-06-05,3
3789,300,1,2026-06-05,2
3790,1,1,2026-06-05,7
3791,68,1,2026-06-05,6
3792,276,1,2026-06-05,8
3793,267,1,2026-06-05,4
3794,79,1,2026-06-05,3
3795,40,1,2026-06-05,2
3796,223,1,2026-06-05,1
3797,89,1,2026-06-05,2
3798,19,1,2026-06-05,2
3799,52,1,2026-06-05,3
3800,5,1,2026-06-05,2
3801,165,1,2026-06-05,4
3802,252,1,2026-06-05,5
3803,176,1,2026-06-05,4
3804,182,1,2026-06-05,5
3805,289,1,2026-06-05,4
3806,86,1,2026-06-05,2
3807,159,1,2026-06-05,4
3808,171,1,2026-06-05,4
3809,90,1,2026-06-05,5
3810,91,1,2026-06-05,6
3811,140,1,2026-06-05,2
3812,186,1,2026-06-05,2
3813,280,1,2026-06-06,3
3814,168,1,2026-06-06,1
3815,293,1,2026-06-06,1
3816,52,1,2026-06-06,2
3817,250,1,2026-06-06,3
3818,223,1,2026-06-06,1
3819,6,1,2026-06-06,2
3820,12,1,2026-06-06,2
3821,159,1,2026-06-06,1
3822,103,1,2026-06-06,2
3823,182,1,2026-06-06,1
3824,286,1,2026-06-06,1
3825,283,1,2026-06-06,2
3826,192,1,2026-06-07,2
3827,111,1,2026-06-07,2
3828,63,1,2026-06-07,4
3829,198,1,2026-06-07,2
3830,68,1,2026-06-07,1
3831,148,1,2026-06-07,2
3832,162,1,2026-06-07,1
3833,247,1,2026-06-07,3
3834,12,1,2026-06-07,3
3835,96,1,2026-06-07,2
3836,159,1,2026-06-07,3
3837,164,1,2026-06-07,3
3838,280,1,2026-06-07,2
3839,229,1,2026-06-07,3
3840,177,1,2026-06-07,3
3841,221,1,2026-06-07,2
3842,106,1,2026-06-08,7
3843,293,1,2026-06-08,3
3844,68,1,2026-06-08,4
3845,221,1,2026-06-08,2
3846,1,1,2026-06-08,4
3847,289,1,2026-06-08,5
3848,280,1,2026-06-08,2
3849,223,1,2026-06-08,2
3850,249,1,2026-06-08,1
3851,89,1,2026-06-08,1
3852,81,1,2026-06-08,2
3853,252,1,2026-06-08,4
3854,6,1,2026-06-08,10
3855,250,1,2026-06-08,1
3856,298,1,2026-06-08,3
3857,185,1,2026-06-08,4
3858,128,1,2026-06-08,5
3859,40,1,2026-06-08,4
3860,230,1,2026-06-08,5
3861,120,1,2026-06-08,5
3862,52,1,2026-06-08,4
3863,12,1,2026-06-08,4
3864,294,1,2026-06-08,2
3865,59,1,2026-06-08,6
3866,107,1,2026-06-08,3
3867,243,1,2026-06-09,2
3868,107,1,2026-06-09,1
3869,181,1,2026-06-09,1
3870,162,1,2026-06-09,4
3871,132,1,2026-06-09,4
3872,186,1,2026-06-09,4
3873,6,1,2026-06-09,2
3874,283,1,2026-06-09,3
3875,39,1,2026-06-09,2
3876,230,1,2026-06-09,3
3877,300,1,2026-06-09,2
3878,71,1,2026-06-09,2
3879,60,1,2026-06-09,3
3880,165,1,2026-06-09,4
3881,250,1,2026-06-09,1
3882,96,1,2026-06-09,2
3883,89,1,2026-06-09,1
3884,175,1,2026-06-09,1
3885,13,1,2026-06-09,4
3886,103,1,2026-06-09,3
3887,124,1,2026-06-09,7
3888,192,1,2026-06-09,2
3889,190,1,2026-06-09,1
3890,192,1,2026-06-10,6
3891,132,1,2026-06-10,2
3892,230,1,2026-06-10,5
3893,124,1,2026-06-10,2
3894,291,1,2026-06-10,8
3895,103,1,2026-06-10,4
3896,171,1,2026-06-10,1
3897,59,1,2026-06-10,7
3898,298,1,2026-06-10,4
3899,229,1,2026-06-10,4
3900,18,1,2026-06-10,2
3901,6,1,2026-06-10,2
3902,1,1,2026-06-10,3
3903,120,1,2026-06-10,6
3904,112,1,2026-06-10,2
3905,252,1,2026-06-10,5
3906,151,1,2026-06-10,1
3907,13,1,2026-06-10,2
3908,257,1,2026-06-10,5
3909,283,1,2026-06-10,3
3910,148,1,2026-06-10,6
3911,5,1,2026-06-10,1
3912,198,1,2026-06-10,1
3913,276,1,2026-06-10,3
3914,185,1,2026-06-10,3
3915,181,1,2026-06-10,6
3916,285,1,2026-06-10,2
3917,39,1,2026-06-10,5
3918,267,1,2026-06-10,2
3919,215,1,2026-06-10,4
3920,244,1,2026-06-10,1
3921,96,1,2026-06-10,3
3922,177,1,2026-06-10,5
3923,17,1,2026-06-10,3
3924,71,1,2026-06-11,7
3925,106,1,2026-06-11,3
3926,164,1,2026-06-11,3
3927,168,1,2026-06-11,6
3928,74,1,2026-06-11,1
3929,43,1,2026-06-11,2
3930,267,1,2026-06-11,3
3931,175,1,2026-06-11,6
3932,186,1,2026-06-11,1
3933,214,1,2026-06-11,3
3934,123,1,2026-06-11,4
3935,107,1,2026-06-11,3
3936,194,1,2026-06-11,3
3937,79,1,2026-06-11,4
3938,81,1,2026-06-11,6
3939,192,1,2026-06-11,3
3940,103,1,2026-06-11,2
3941,17,1,2026-06-11,7
3942,162,1,2026-06-11,4
3943,215,1,2026-06-11,2
3944,294,1,2026-06-11,3
3945,108,1,2026-06-11,6
3946,39,1,2026-06-11,5
3947,111,1,2026-06-11,5
3948,298,1,2026-06-11,3
3949,159,1,2026-06-11,3
3950,218,1,2026-06-11,2
3951,177,1,2026-06-11,5
3952,198,1,2026-06-11,4
3953,300,1,2026-06-11,2
3954,285,1,2026-06-11,4
3955,276,1,2026-06-11,4
3956,90,1,2026-06-11,4
3957,13,1,2026-06-11,5
3958,293,1,2026-06-11,6
3959,148,1,2026-06-11,1
3960,19,1,2026-06-12,3
3961,181,1,2026-06-12,1
3962,13,1,2026-06-12,5
3963,165,1,2026-06-12,2
3964,293,1,2026-06-12,2
3965,229,1,2026-06-12,2
3966,43,1,2026-06-12,5
3967,230,1,2026-06-12,5
3968,286,1,2026-06-12,3
3969,164,1,2026-06-12,1
3970,113,1,2026-06-12,7
3971,223,1,2026-06-12,2
3972,298,1,2026-06-12,7
3973,247,1,2026-06-12,4
3974,128,1,2026-06-12,3
3975,244,1,2026-06-12,3
3976,12,1,2026-06-12,4
3977,300,1,2026-06-12,4
3978,176,1,2026-06-12,6
3979,214,1,2026-06-12,3
3980,190,1,2026-06-12,2
3981,140,1,2026-06-12,6
3982,182,1,2026-06-12,6
